date,number_of_cars,temperature,latitude,longitude,street
2023-01-01 22:00:00,30,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-01 23:00:00,3,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 00:00:00,10,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 01:00:00,44,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 02:00:00,22,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 03:00:00,47,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 04:00:00,42,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 05:00:00,46,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 06:00:00,23,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 07:00:00,98,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 08:00:00,59,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 09:00:00,83,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 10:00:00,49,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 11:00:00,26,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 12:00:00,8,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 13:00:00,29,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 14:00:00,28,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 15:00:00,33,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 16:00:00,49,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 17:00:00,90,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 18:00:00,94,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 19:00:00,68,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 20:00:00,14,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 21:00:00,2,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 22:00:00,40,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-02 23:00:00,10,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 00:00:00,25,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 01:00:00,6,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 02:00:00,28,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 03:00:00,28,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 04:00:00,16,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 05:00:00,39,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 06:00:00,21,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 07:00:00,72,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 08:00:00,68,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 09:00:00,50,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 10:00:00,8,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 11:00:00,49,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 12:00:00,2,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 13:00:00,9,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 14:00:00,35,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 15:00:00,13,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 16:00:00,42,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 17:00:00,78,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 18:00:00,94,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 19:00:00,71,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 20:00:00,0,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 21:00:00,19,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 22:00:00,8,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-03 23:00:00,34,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 00:00:00,24,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 01:00:00,10,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 02:00:00,45,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 03:00:00,12,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 04:00:00,5,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 05:00:00,36,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 06:00:00,41,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 07:00:00,58,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 08:00:00,52,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 09:00:00,74,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 10:00:00,41,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 11:00:00,42,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 12:00:00,26,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 13:00:00,18,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 14:00:00,37,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 15:00:00,42,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 16:00:00,15,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 17:00:00,67,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 18:00:00,90,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 19:00:00,65,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 20:00:00,49,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 21:00:00,48,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 22:00:00,0,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-04 23:00:00,41,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 00:00:00,32,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 01:00:00,46,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 02:00:00,22,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 03:00:00,35,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 04:00:00,14,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 05:00:00,32,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 06:00:00,32,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 07:00:00,63,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 08:00:00,71,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 09:00:00,72,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 10:00:00,10,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 11:00:00,21,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 12:00:00,19,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 13:00:00,1,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 14:00:00,41,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 15:00:00,35,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 16:00:00,16,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 17:00:00,58,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 18:00:00,53,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 19:00:00,71,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 20:00:00,15,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 21:00:00,24,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 22:00:00,29,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-05 23:00:00,23,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 00:00:00,0,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 01:00:00,44,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 02:00:00,0,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 03:00:00,33,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 04:00:00,7,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 05:00:00,27,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 06:00:00,22,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 07:00:00,76,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 08:00:00,71,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 09:00:00,86,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 10:00:00,25,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 11:00:00,27,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 12:00:00,9,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 13:00:00,48,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 14:00:00,29,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 15:00:00,26,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 16:00:00,9,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 17:00:00,98,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 18:00:00,79,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 19:00:00,93,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 20:00:00,10,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 21:00:00,38,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 22:00:00,41,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-06 23:00:00,22,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 00:00:00,16,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 01:00:00,20,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 02:00:00,37,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 03:00:00,44,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 04:00:00,27,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 05:00:00,10,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 06:00:00,45,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 07:00:00,89,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 08:00:00,95,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 09:00:00,94,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 10:00:00,41,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 11:00:00,29,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 12:00:00,5,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 13:00:00,2,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 14:00:00,48,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 15:00:00,18,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 16:00:00,36,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 17:00:00,88,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 18:00:00,81,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 19:00:00,98,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 20:00:00,8,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 21:00:00,22,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 22:00:00,38,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-07 23:00:00,19,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 00:00:00,23,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 01:00:00,5,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 02:00:00,28,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 03:00:00,33,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 04:00:00,1,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 05:00:00,3,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 06:00:00,49,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 07:00:00,20,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 08:00:00,14,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 09:00:00,6,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 10:00:00,43,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 11:00:00,43,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 12:00:00,27,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 13:00:00,18,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 14:00:00,29,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 15:00:00,49,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 16:00:00,1,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 17:00:00,11,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 18:00:00,29,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 19:00:00,45,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 20:00:00,11,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 21:00:00,28,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 22:00:00,27,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-08 23:00:00,22,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 00:00:00,26,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 01:00:00,35,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 02:00:00,46,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 03:00:00,22,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 04:00:00,24,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 05:00:00,24,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 06:00:00,13,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 07:00:00,88,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 08:00:00,57,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 09:00:00,63,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 10:00:00,14,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 11:00:00,27,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 12:00:00,7,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 13:00:00,21,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 14:00:00,7,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 15:00:00,24,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 16:00:00,47,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 17:00:00,71,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 18:00:00,75,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 19:00:00,87,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 20:00:00,48,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 21:00:00,9,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 22:00:00,7,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-09 23:00:00,1,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 00:00:00,43,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 01:00:00,3,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 02:00:00,39,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 03:00:00,31,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 04:00:00,20,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 05:00:00,21,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 06:00:00,16,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 07:00:00,62,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 08:00:00,71,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 09:00:00,56,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 10:00:00,9,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 11:00:00,38,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 12:00:00,10,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 13:00:00,48,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 14:00:00,30,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 15:00:00,24,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 16:00:00,41,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 17:00:00,58,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 18:00:00,97,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 19:00:00,89,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 20:00:00,1,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 21:00:00,11,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 22:00:00,27,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-10 23:00:00,40,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 00:00:00,37,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 01:00:00,33,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 02:00:00,32,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 03:00:00,13,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 04:00:00,4,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 05:00:00,35,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 06:00:00,49,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 07:00:00,79,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 08:00:00,51,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 09:00:00,60,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 10:00:00,6,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 11:00:00,26,8,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 12:00:00,41,1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 13:00:00,30,4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 14:00:00,12,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 15:00:00,5,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 16:00:00,23,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 17:00:00,82,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 18:00:00,82,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 19:00:00,55,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 20:00:00,34,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 21:00:00,24,6,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 22:00:00,25,-4,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-11 23:00:00,7,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 00:00:00,17,5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 01:00:00,24,2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 02:00:00,14,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 03:00:00,17,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 04:00:00,5,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 05:00:00,43,7,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 06:00:00,33,-2,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 07:00:00,94,-3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 08:00:00,87,3,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 09:00:00,70,-1,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 10:00:00,37,-5,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 11:00:00,1,9,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
2023-01-12 12:00:00,12,0,45.045901799999996,38.93860158420101,"Краснодар, ул Северная, 70"
